run,frequency_hz,gain_db
1,129138.828407961,-12.21225333617132
1,129633.6097816426,-12.38903208332452
1,130130.2868563364,-12.55787000555339
1,130628.8668952149,-12.73144932425213
1,131129.3571892781,-12.89797455503999
1,131631.7650574611,-13.06356528625533
1,132136.0978467405,-13.2264399881058
1,132642.3629322421,-13.39663400201673
1,133150.5677173487,-13.55683747774081
1,133660.7196338083,-13.72367964759448
1,134172.826141843,-13.89434011432791
1,134686.8947302576,-14.05035334446034
1,135202.9329165498,-14.22570251983917
1,135720.9482470196,-14.38701150084209
1,136240.9482968797,-14.55654096161049
1,136762.9406703668,-14.72763142645065
1,137286.933000852,-14.89402665707146
1,137812.932950953,-15.0544964554559
1,138340.9482126461,-15.21909864859223
1,138870.9865073782,-15.37333925319759
1,139403.0555861806,-15.53468324993272
1,139937.1632297813,-15.6857867933605
1,140473.3172487198,-15.8493204925044
1,141011.5254834605,-15.99975084457947
1,141551.7958045078,-16.15703995447062
1,142094.1361125211,-16.31032590430956
1,142638.5543384303,-16.46466324026549
1,143185.0584435517,-16.6241350704357
1,143733.6564197047,-16.77101035954099
1,144284.3562893283,-16.93087218654423
1,144837.1661055989,-17.07617973084615
1,145392.0939525474,-17.22151888215132
1,145949.1479451778,-17.36940251826313
1,146508.3362295864,-17.50513650752272
1,147069.6669830796,-17.64537507215412
1,147633.1484142949,-17.78722632520359
1,148198.7887633199,-17.93043538942586
1,148766.5963018134,-18.05957235571307
1,149336.5793331261,-18.19084197441082
1,149908.7461924222,-18.35523126917161
1,150483.1052468008,-18.48440777625569
1,151059.6648954192,-18.61569461941593
1,151638.4335696147,-18.75380377370862
1,152219.4197330285,-18.88223605529141
1,152802.6318817294,-19.02465149417964
1,153388.0785443378,-19.16719836231843
1,153975.7682821508,-19.28572086923905
1,154565.7096892669,-19.42303974464922
1,155157.9113927122,-19.55383587127266
1,155752.3820525661,-19.69214066793175
1,156349.1303620885,-19.82182031794064
1,156948.1650478462,-19.94958799319089
1,157549.4948698409,-20.0976115151261
1,158153.1286216377,-20.21939053640557
1,158759.0751304929,-20.37898281921376
1,159367.3432574836,-20.49791749051791
1,159977.9418976371,-20.61740341994835
1,160590.8799800612,-20.75412380463056
1,161206.1664680743,-20.87591290751498
1,161823.8103593371,-21.01228752502166
1,162443.8206859838,-21.12474695187014
1,163066.2065147539,-21.24758366087707
1,163690.9769471256,-21.39061902742419
